order_id;account;symbol;transact_time;side;ord_type;order_price;order_size;exec_inst;time_in_force;expire_date;stop_px;last_cl_ord_id;text;exec_type;ord_status;last_price;last_qty;avg_price;cum_qty;leaves_qty
"269-O0fPJDE7yvn7-076563";"60660";"MERV - XMEV - LOMA - 48hs";"2019-09-11 15:59:26";"SELL";"LIMIT";71.35;158.0;"";"DAY";"";;"T8Drvn6O0dUKUSfR";" ";"F";"Ejecutada";71.35;158.0;71.35;158.0;0.0
